Antecedent,Consequent,Support,Confidence,Lift,Antecedent_str,Consequent_str
"(np.int64(3), np.int64(122), np.int64(139))","(np.int64(104),)",0.0106251741016355,0.5164410058027079,3.5899435780957805,"('Ethiopian', 'American (New)', 'Ethiopian', 'Mexican', 'Ethiopian', 'Pizza')","('Ethiopian', 'Italian')"
"(np.int64(3), np.int64(122), np.int64(152))","(np.int64(104),)",0.0100282542082852,0.5160409556313994,3.587162703751434,"('Ethiopian', 'American (New)', 'Ethiopian', 'Mexican', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Italian')"
"(np.int64(4), np.int64(18), np.int64(24))","(np.int64(152),)",0.0108241473994189,0.5125628140703518,3.5768372548663896,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Burgers')","('Ethiopian', 'Sandwiches')"
"(np.int64(4), np.int64(104), np.int64(152))","(np.int64(139),)",0.0109700611511268,0.5731115731115731,3.572150654168017,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Italian', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Pizza')"
"(np.int64(4), np.int64(18), np.int64(139))","(np.int64(152),)",0.011195564221948,0.5096618357487923,3.5565932436910304,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Pizza')","('Ethiopian', 'Sandwiches')"
"(np.int64(3), np.int64(104), np.int64(122))","(np.int64(152),)",0.0100282542082852,0.5060240963855421,3.531207863946761,"('Ethiopian', 'American (New)', 'Ethiopian', 'Italian', 'Ethiopian', 'Mexican')","('Ethiopian', 'Sandwiches')"
"(np.int64(4), np.int64(24), np.int64(104))","(np.int64(139),)",0.0101078435273986,0.566542750929368,3.53120780192743,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers', 'Ethiopian', 'Italian')","('Ethiopian', 'Pizza')"
"(np.int64(4), np.int64(24), np.int64(152))","(np.int64(139),)",0.0111027100163158,0.5655405405405405,3.5249611186217216,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Pizza')"
"(np.int64(4), np.int64(18), np.int64(122))","(np.int64(43),)",0.0100017244352474,0.4097826086956521,3.524504451995337,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Mexican')","('Ethiopian', 'Coffee & Tea')"
"(np.int64(4), np.int64(18), np.int64(152))","(np.int64(104),)",0.010558849669041,0.5066836409929981,3.522117071787842,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Italian')"
"(np.int64(3), np.int64(122), np.int64(152))","(np.int64(139),)",0.0109700611511268,0.5645051194539249,3.5185074361532065,"('Ethiopian', 'American (New)', 'Ethiopian', 'Mexican', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Pizza')"
"(np.int64(3), np.int64(18), np.int64(122))","(np.int64(152),)",0.0108772069454945,0.5030674846625767,3.5105756240171866,"('Ethiopian', 'American (New)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Mexican')","('Ethiopian', 'Sandwiches')"
"(np.int64(4), np.int64(18), np.int64(139))","(np.int64(104),)",0.0110629153567591,0.5036231884057971,3.500842904965221,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Pizza')","('Ethiopian', 'Italian')"
"(np.int64(4), np.int64(24), np.int64(122))","(np.int64(152),)",0.0111292397893536,0.5014943215780037,3.4995975581598597,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers', 'Ethiopian', 'Mexican')","('Ethiopian', 'Sandwiches')"
"(np.int64(4), np.int64(18), np.int64(122))","(np.int64(24),)",0.0119914574130818,0.4913043478260869,3.4905250089119986,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Mexican')","('Ethiopian', 'Burgers')"
"(np.int64(3), np.int64(18), np.int64(122))","(np.int64(104),)",0.0108506771724567,0.501840490797546,3.4884508141774644,"('Ethiopian', 'American (New)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Mexican')","('Ethiopian', 'Italian')"
"(np.int64(3), np.int64(4), np.int64(24))","(np.int64(152),)",0.0129332643559234,0.4987212276214833,3.4802459674813258,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers')","('Ethiopian', 'Sandwiches')"
"(np.int64(3), np.int64(24), np.int64(122))","(np.int64(139),)",0.0103996710308143,0.5576102418207681,3.475532310884022,"('Ethiopian', 'American (New)', 'Ethiopian', 'Burgers', 'Ethiopian', 'Mexican')","('Ethiopian', 'Pizza')"
"(np.int64(4), np.int64(122), np.int64(155))","(np.int64(104),)",0.0103333465982198,0.4984005118362123,3.4645384403685147,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Mexican', 'Ethiopian', 'Seafood')","('Ethiopian', 'Italian')"
"(np.int64(4), np.int64(104), np.int64(122))","(np.int64(152),)",0.0108374122859378,0.495752427184466,3.459528670568855,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Italian', 'Ethiopian', 'Mexican')","('Ethiopian', 'Sandwiches')"
"(np.int64(4), np.int64(122), np.int64(152))","(np.int64(104),)",0.0108374122859378,0.4969586374695864,3.4545155189414207,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Mexican', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Italian')"
"(np.int64(4), np.int64(122), np.int64(139))","(np.int64(152),)",0.0119118680939684,0.4939493949394939,3.4469464997041217,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Mexican', 'Ethiopian', 'Pizza')","('Ethiopian', 'Sandwiches')"
"(np.int64(3), np.int64(4), np.int64(139))","(np.int64(152),)",0.0140209850504728,0.4930037313432835,3.4403473382186536,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Pizza')","('Ethiopian', 'Sandwiches')"
"(np.int64(4), np.int64(24), np.int64(122))","(np.int64(139),)",0.0122434902569408,0.5517035265989241,3.438716309194964,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers', 'Ethiopian', 'Mexican')","('Ethiopian', 'Pizza')"
"(np.int64(4), np.int64(122), np.int64(155))","(np.int64(24),)",0.0100149893217663,0.4830454254638515,3.43184859951403,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Mexican', 'Ethiopian', 'Seafood')","('Ethiopian', 'Burgers')"
"(np.int64(3), np.int64(18), np.int64(122))","(np.int64(24),)",0.0104262008038521,0.4822085889570552,3.4259032038173145,"('Ethiopian', 'American (New)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Mexican')","('Ethiopian', 'Burgers')"
"(np.int64(3), np.int64(4), np.int64(152))","(np.int64(24),)",0.0129332643559234,0.4817193675889328,3.4224274775635544,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Burgers')"
"(np.int64(4), np.int64(104), np.int64(139))","(np.int64(24),)",0.0101078435273986,0.4816687737041719,3.422068027823618,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Italian', 'Ethiopian', 'Pizza')","('Ethiopian', 'Burgers')"
"(np.int64(3), np.int64(4), np.int64(139))","(np.int64(104),)",0.0139944552774351,0.492070895522388,3.4205392900642018,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Pizza')","('Ethiopian', 'Italian')"
"(np.int64(4), np.int64(18), np.int64(122))","(np.int64(152),)",0.0119251329804873,0.4885869565217391,3.4095255846805834,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Mexican')","('Ethiopian', 'Sandwiches')"
"(np.int64(4), np.int64(122), np.int64(152))","(np.int64(139),)",0.0119118680939684,0.546228710462287,3.4045922939744053,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Mexican', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Pizza')"
"(np.int64(3), np.int64(18), np.int64(152))","(np.int64(139),)",0.0101343733004364,0.5457142857142856,3.401385932793952,"('Ethiopian', 'American (New)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Pizza')"
"(np.int64(3), np.int64(4), np.int64(152))","(np.int64(104),)",0.0131189727671879,0.4886363636363636,3.396664780585942,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Italian')"
"(np.int64(4), np.int64(18), np.int64(104))","(np.int64(139),)",0.0110629153567591,0.5443864229765013,3.3931094889565525,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Italian')","('Ethiopian', 'Pizza')"
"(np.int64(4), np.int64(43), np.int64(122))","(np.int64(18),)",0.0100017244352474,0.5872274143302181,3.3881304977890827,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Coffee & Tea', 'Ethiopian', 'Mexican')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(3), np.int64(4), np.int64(155))","(np.int64(104),)",0.0126812315120644,0.4867617107942973,3.383633480096791,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Seafood')","('Ethiopian', 'Italian')"
"(np.int64(3), np.int64(4), np.int64(139))","(np.int64(24),)",0.013490389589717,0.4743470149253731,3.370049798716342,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Pizza')","('Ethiopian', 'Burgers')"
"(np.int64(4), np.int64(18), np.int64(152))","(np.int64(139),)",0.011195564221948,0.5372374283895608,3.348550476560878,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Pizza')"
"(np.int64(4), np.int64(122), np.int64(139))","(np.int64(104),)",0.0115935108175149,0.4807480748074808,3.3418308082537163,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Mexican', 'Ethiopian', 'Pizza')","('Ethiopian', 'Italian')"
"(np.int64(3), np.int64(104), np.int64(122))","(np.int64(139),)",0.0106251741016355,0.536144578313253,3.341738844588773,"('Ethiopian', 'American (New)', 'Ethiopian', 'Italian', 'Ethiopian', 'Mexican')","('Ethiopian', 'Pizza')"
"(np.int64(3), np.int64(18), np.int64(104))","(np.int64(139),)",0.0103200817117009,0.5354439091534756,3.337371639466975,"('Ethiopian', 'American (New)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Italian')","('Ethiopian', 'Pizza')"
"(np.int64(4), np.int64(18), np.int64(24))","(np.int64(139),)",0.0112486237680236,0.5326633165829145,3.3200404669066703,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Burgers')","('Ethiopian', 'Pizza')"
"(np.int64(3), np.int64(4), np.int64(104))","(np.int64(152),)",0.0131189727671879,0.4757094757094757,3.319662153597171,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Italian')","('Ethiopian', 'Sandwiches')"
"(np.int64(3), np.int64(4), np.int64(43))","(np.int64(18),)",0.0114210672927693,0.5751503006012024,3.3184490824600377,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Coffee & Tea')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(3), np.int64(4), np.int64(18))","(np.int64(152),)",0.0140475148235106,0.4740376007162041,3.3079952425430417,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch')","('Ethiopian', 'Sandwiches')"
"(np.int64(3), np.int64(4), np.int64(43))","(np.int64(139),)",0.0105323198960032,0.5303941215764862,3.305896787373838,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Coffee & Tea')","('Ethiopian', 'Pizza')"
"(np.int64(4), np.int64(18), np.int64(122))","(np.int64(104),)",0.0116067757040338,0.4755434782608695,3.305652023573275,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Mexican')","('Ethiopian', 'Italian')"
"(np.int64(4), np.int64(104), np.int64(122))","(np.int64(139),)",0.0115935108175149,0.5303398058252428,3.3055582423933503,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Italian', 'Ethiopian', 'Mexican')","('Ethiopian', 'Pizza')"
"(np.int64(4), np.int64(104), np.int64(122))","(np.int64(24),)",0.0101609030734742,0.4648058252427184,3.30226338211034,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Italian', 'Ethiopian', 'Mexican')","('Ethiopian', 'Burgers')"
"(np.int64(4), np.int64(24), np.int64(139))","(np.int64(104),)",0.0101078435273986,0.4741754822650902,3.296142653897497,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers', 'Ethiopian', 'Pizza')","('Ethiopian', 'Italian')"
"(np.int64(83), np.int64(139))","(np.int64(24),)",0.0100945786408797,0.4614918132201334,3.278718624373405,"('Ethiopian', 'Grocery', 'Ethiopian', 'Pizza')","('Ethiopian', 'Burgers')"
"(np.int64(18), np.int64(67))","(np.int64(24),)",0.0110098558106835,0.4588170259812051,3.259715308420046,"('Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Fast Food')","('Ethiopian', 'Burgers')"
"(np.int64(3), np.int64(4), np.int64(122))","(np.int64(104),)",0.0146842293764176,0.4686706181202371,3.257876614866788,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Mexican')","('Ethiopian', 'Italian')"
"(np.int64(3), np.int64(4), np.int64(152))","(np.int64(139),)",0.0140209850504728,0.5222332015810276,3.255030538866385,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Pizza')"
"(np.int64(3), np.int64(4), np.int64(18))","(np.int64(104),)",0.0138485415257272,0.4673231871083259,3.248510198850656,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch')","('Ethiopian', 'Italian')"
"(np.int64(3), np.int64(4), np.int64(24))","(np.int64(139),)",0.013490389589717,0.5202046035805626,3.2423864778939957,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers')","('Ethiopian', 'Pizza')"
"(np.int64(3), np.int64(4), np.int64(18))","(np.int64(24),)",0.0135036544762359,0.4556848701880036,3.2374625679825675,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch')","('Ethiopian', 'Burgers')"
"(np.int64(67), np.int64(152))","(np.int64(24),)",0.0108904718320134,0.4548476454293629,3.2315144139085272,"('Ethiopian', 'Fast Food', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Burgers')"
"(np.int64(3), np.int64(122), np.int64(152))","(np.int64(18),)",0.0108772069454945,0.5597269624573379,3.229460930565692,"('Ethiopian', 'American (New)', 'Ethiopian', 'Mexican', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(3), np.int64(24), np.int64(122))","(np.int64(18),)",0.0104262008038521,0.5590327169274538,3.2254553368291723,"('Ethiopian', 'American (New)', 'Ethiopian', 'Burgers', 'Ethiopian', 'Mexican')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(3), np.int64(4), np.int64(122))","(np.int64(152),)",0.0144719911921153,0.4618966977138019,3.2232719013746536,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Mexican')","('Ethiopian', 'Sandwiches')"
"(np.int64(4), np.int64(122), np.int64(155))","(np.int64(139),)",0.0107180283072678,0.5169545745361485,3.2221293518442846,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Mexican', 'Ethiopian', 'Seafood')","('Ethiopian', 'Pizza')"
"(np.int64(3), np.int64(4), np.int64(155))","(np.int64(24),)",0.0117792192287794,0.4521384928716904,3.212266945822083,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Seafood')","('Ethiopian', 'Burgers')"
"(np.int64(67), np.int64(139))","(np.int64(24),)",0.0117792192287794,0.4519083969465648,3.210632204373828,"('Ethiopian', 'Fast Food', 'Ethiopian', 'Pizza')","('Ethiopian', 'Burgers')"
"(np.int64(3), np.int64(4), np.int64(155))","(np.int64(152),)",0.011964927640044,0.4592668024439918,3.2049195997264843,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Seafood')","('Ethiopian', 'Sandwiches')"
"(np.int64(3), np.int64(18), np.int64(122))","(np.int64(139),)",0.0111027100163158,0.5134969325153375,3.200578193595184,"('Ethiopian', 'American (New)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Mexican')","('Ethiopian', 'Pizza')"
"(np.int64(3), np.int64(104), np.int64(139))","(np.int64(18),)",0.0103200817117009,0.5529495380241649,3.1903571730466647,"('Ethiopian', 'American (New)', 'Ethiopian', 'Italian', 'Ethiopian', 'Pizza')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(4), np.int64(104), np.int64(152))","(np.int64(18),)",0.010558849669041,0.5516285516285516,3.182735467750009,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Italian', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(4), np.int64(24), np.int64(122))","(np.int64(104),)",0.0101609030734742,0.4578601315002988,3.1827295282077483,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers', 'Ethiopian', 'Mexican')","('Ethiopian', 'Italian')"
"(np.int64(4), np.int64(24), np.int64(152))","(np.int64(18),)",0.0108241473994189,0.5513513513513513,3.1811361031933507,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(3), np.int64(4), np.int64(104))","(np.int64(139),)",0.0139944552774351,0.5074555074555075,3.162922558127188,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Italian')","('Ethiopian', 'Pizza')"
"(np.int64(4), np.int64(18), np.int64(122))","(np.int64(139),)",0.0123761391221298,0.5070652173913044,3.160489916781997,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Mexican')","('Ethiopian', 'Pizza')"
"(np.int64(3), np.int64(104), np.int64(122))","(np.int64(18),)",0.0108506771724567,0.5475234270414993,3.1590500990645576,"('Ethiopian', 'American (New)', 'Ethiopian', 'Italian', 'Ethiopian', 'Mexican')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(3), np.int64(4), np.int64(24))","(np.int64(104),)",0.0117792192287794,0.4542199488491048,3.1574254756927123,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers')","('Ethiopian', 'Italian')"
"(np.int64(4), np.int64(122), np.int64(152))","(np.int64(18),)",0.0119251329804873,0.5468369829683698,3.155089517452663,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Mexican', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(3), np.int64(4), np.int64(122))","(np.int64(24),)",0.0138352766392083,0.4415749364944962,3.1372170141843925,"('Ethiopian', 'American (New)', 'Ethiopian', 'American (Traditional)', 'Ethiopian', 'Mexican')","('Ethiopian', 'Burgers')"
"(np.int64(104), np.int64(122), np.int64(152))","(np.int64(3),)",0.0100282542082852,0.7172675521821633,3.131560141099018,"('Ethiopian', 'Italian', 'Ethiopian', 'Mexican', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'American (New)')"
"(np.int64(3), np.int64(139), np.int64(152))","(np.int64(18),)",0.0101343733004364,0.5418439716312056,3.126281301803283,"('Ethiopian', 'American (New)', 'Ethiopian', 'Pizza', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(83), np.int64(122))","(np.int64(24),)",0.010306816825182,0.4394796380090497,3.1223307389113404,"('Ethiopian', 'Grocery', 'Ethiopian', 'Mexican')","('Ethiopian', 'Burgers')"
"(np.int64(4), np.int64(24), np.int64(122))","(np.int64(18),)",0.0119914574130818,0.5403466826060969,3.117642381878603,"('Ethiopian', 'American (Traditional)', 'Ethiopian', 'Burgers', 'Ethiopian', 'Mexican')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(3), np.int64(139), np.int64(152))","(np.int64(122),)",0.0109700611511268,0.5865248226950355,3.114704621619516,"('Ethiopian', 'American (New)', 'Ethiopian', 'Pizza', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Mexican')"
"(np.int64(3), np.int64(24), np.int64(139))","(np.int64(122),)",0.0103996710308143,0.5863874345549739,3.113975030205397,"('Ethiopian', 'American (New)', 'Ethiopian', 'Burgers', 'Ethiopian', 'Pizza')","('Ethiopian', 'Mexican')"
"(np.int64(3), np.int64(122), np.int64(139))","(np.int64(18),)",0.0111027100163158,0.5396518375241779,3.113633328902128,"('Ethiopian', 'American (New)', 'Ethiopian', 'Mexican', 'Ethiopian', 'Pizza')","('Ethiopian', 'Breakfast & Brunch')"
"(np.int64(3), np.int64(18), np.int64(152))","(np.int64(122),)",0.0108772069454945,0.5857142857142856,3.110400313971742,"('Ethiopian', 'American (New)', 'Ethiopian', 'Breakfast & Brunch', 'Ethiopian', 'Sandwiches')","('Ethiopian', 'Mexican')"
"(np.int64(3), np.int64(67))","(np.int64(24),)",0.0122036955973841,0.4364326375711576,3.100682993928645,"('Ethiopian', 'American (New)', 'Ethiopian', 'Fast Food')","('Ethiopian', 'Burgers')"
