user_id,community
Ri4xmSrehzGEqbR1EWAhAw,5
LfKyD_XaTnfKoKujRZ1Wug,36
W60a-FsnNR6FkHfVYtsvbw,2
L7dPqWVjKfLglbH40yXveg,10
c_g-oCGAT17r7nTYfThWEA,21
Hv99KdnR89OwYxdGjvnqmQ,10
4f0gBoYPB5EcCE7nMseluQ,10
wuanl7tDpchVkRcpT4OecA,3
llPe4d3OC8gHkXgWIAnasQ,10
rsJGmZ_Bs1QLF6uQV6DV8w,37
ATN8g_McEeKs3je9XRx-zw,0
HXdZkZOBcGpLktIctk0Gcg,10
XvChXEMhAv0zRm_5rPmPgw,9
2uKZPEv0FweEmT5nUD8hyw,2
SJvCPlJ5X6Jkbc0TggIiCg,0
p_VpjA4PghpNylnmXqDcnw,1
54yt2X_Vz_2ngcOljIZ9BQ,36
hGxh6OiANg0E3X3OpChtrw,3
2RvxPlh5KA2HdF8q0UVhVg,0
dOfw4EqYemgl21qtJ8D9jQ,9
ng1PZqj3WfV09hTV_1A_hQ,4
cletzQYKk2NN_oG-mcYk0g,25
q92AA0AfqUZH1Uyco4sA7w,36
rAc6moPdBUHgAZkUDu4DUQ,3
34AzDVnRIqGBPuimcwZqug,10
VKJZ0kSdPlpMb0rFSPBJ1A,10
T2GI2X7Vq5gY7wxOhidfAw,8
NXzkI43HFjH3XrqQlOVK6w,2
z3WHx5PVY6BglO4d6Uo9Ww,3
aSBbnz2BoTKf5PKwjc_www,4
GyUONKtoL3Nm98PWXYJ6fA,37
2z8CTSrtKtY1U_E2ifCzRA,22
Ff3tzelMfkB033i8s3yGvg,2
EwOBJD7TsITrFNKqO5-0Lw,39
c1GVdZxwMdCp_1HWdVnqgA,3
sV0UPTl3Kbz7tBiGnPzwFg,10
wV61Ts33LD8D_WxLbxhMkg,27
zoSTRwHEejtoCasl_gKzwA,4
dSZ5Rm1YvFfZCID_fHAWxA,2
HcYt7QTYgOFXRKiKs3Um3g,40
u75vobCyI8hl1mLzro8EAA,9
KcQF4Pkfs_ZgdPBk61baAw,5
xqxBoHemkKYFamB_mJEMXA,0
JdEJkSHbPMBPSOv0QThCHA,23
hMI48pDExNv-T4TA3Q_zPw,10
OETrmWXtfORLLTeO34-UtQ,1
FmEopyhdE6j42uFlzmQOeg,15
XPFzq24dPVTaNPcnBXTNDQ,5
WM6cpZ4jDBhv_ZM5ksUkZg,41
Oc7F-KTuBlwc5XSBkwXV0g,3
5tpC7_vIHqZ70MnQRo3Hng,42
7uvfAKXezRXrLWNo1VZWbA,10
gArGnqoiwSaduBH75ZuTOQ,43
JACYkpXe8fLDVlJuCQ7sSw,44
wgzZXuL33msMQQNWF8qWOg,45
780zpI3Ii95KQ3vVLcaZRQ,51
Wv--MXxEJ-uRnctvyTN95w,43
q-U86r9-RMEE4X9q8OLr6w,2
kY7gq6Xcvnk-BcDPC_wHHQ,37
Yvkl0EQk2AZDhGzAZtQGHQ,46
rurUuAf8E_lNfHRV030zCw,1
2gGbAXuJFCjIiMP-YWWCMA,25
cCB0IXAyYkjMP8xmXJIApw,21
lEPuz44kMoydORI4bH9aqQ,2
n8KBclLLhheRfOlQa7eqyA,26
0vgje_Rk-iGizQiNbsAyHA,25
gjEIh1BxPUrBogC0n7L1SQ,44
viZzuCvucZS1mWSTq4IHGg,17
-AzYd17_rfYsnZ0ks-KNUA,30
7huCGwcfhkVu0kn5wFSwbQ,21
eRyAxGs_YUmW21hSFykP_g,1
M9f1_TmxxKyaGfLN3kAvbA,10
nLvPDTwLRVvIfQuuq1KVBw,34
oJBCFfMObSWMh8kmOTPkJg,10
R9NPZR3RxACKsiwy3OIiRQ,14
IvwbNOJrIQRSGJvUfjcbpA,9
w5enBiWoD1OFBd0mTw80pA,41
M2RpII3Fpf8T3Qra7rXlsQ,19
Nu0EaFfKKpd0eSz0S-_VxA,5
2bMFvHOQC3ZD3ixScPbBsg,2
i8IJPWeGiO4b-cdHcdMsxw,10
2qyjvU55tr6ExEHzV51bEw,5
wuT2zH7Atq-98BirpB-8Aw,6
4weipHEAcMhE-9qAO_qoDw,4
fl3iW07CWpkgBUJdH9pzCQ,37
gRs5D4IAhoVKWN4ue0HGLg,40
B3BojVB7mstT-5hZzF67bg,29
nVxyhZTwl1RtdObbFKxewA,19
YfyYabhtUuT1zqia7Zm52g,15
gBEZqw3-LZE-GZEi3ubOGw,39
KCEHe01-Wk4JCUb0HvGFkQ,19
RM6G9JU6Eelu885thT4jIw,16
ej3YSXggkF_f5Tusd6qv2A,32
HotjF8nwDRJAR7zToFkKtw,15
erS1kR1ITrSxTyapfdGJPw,10
jewfGIurOL2IFxPGUEfS_A,0
kCP2UVOLhYSnCZEr1M2J_w,1
3q2cQC60mNmSHH3LYC_j_g,25
_ctxzjPUJTz9jTWsbLDt7A,47
V0gWGxp9euylW-fZyZjNug,20
KKZk59bJmFsf77vudWufhg,4
5zKfVOwK7EowxbKmpCL3CQ,22
hJY9H4EyYYkCXyeoNxH4zA,39
nLDZ5XJcsfHMrYPwtg7i9g,5
3O8NbTaBWMAmJ3N0f2UCQg,29
eWEkxBwyqvZYLLezUHb76g,44
PNzFq4E7ngAN4z9gEJVmTA,25
baNnkuGtggDAkLo7jAn6hA,4
HrmqhXOYC9ohbpkl0ynz7A,1
1b4GSByFLoOqL9Kw3wawsA,0
zyLbm9sjS9N6PDfCcuS_1w,5
COWeCYh3lsUT8jQLxecmrQ,9
H772ZLgHELRu44YqAPIRJQ,10
K4o1FlnvYZmdwYqbM-w9kA,1
3MJI1RDk8aH3ANr7I1AVgA,10
q1QI5HxiQ0qd85XbKt8uhw,32
I8fSOBVLBS9h-GNrmOXmHQ,9
Cvp0N7JvBQpvaa2zWSTc5w,10
UVxY0iyPaqY7s4BSFtt-xA,10
v6fteS9CS8X-9lNkDo-8eg,5
tHHCKfbdHq8LpWo_ELypHw,41
vPOkQJKahhR13LQ2ElSFGg,3
ykyi4sDQyNk1iPKe5LAtfQ,3
PlkcpVx74F5bcjTznVoTEg,10
U1W-4Pzx5xQsbQWAuZHHvQ,16
CGVSvTBlJG0e3X2r0ZH2uQ,5
vHy-P9qkAFTFb9h4cIjwrg,44
1acfoxI1iSqbO6N_HpBc8w,39
hus77LEjrTDMnuY5mvs4pw,0
zmh5iFJCQn9AI33KFEqQAg,2
8FTK5YcEMA0YF-8Xq8YLBw,15
DBFRgbWy_BkLecLB8ydeqA,1
I12dAynEDdmAmJmBJ2YqMg,17
QGdLZ8LOaUiy4VA2pzMxPg,16
MOeCRCt_XVmMOrCSnrt89w,40
3xk_GfOcGsAT6viSFxtRXg,21
TRU8jKLf9dwut3uqMHJRAA,14
q2CdNfrfSsKsAa7tvjx_MA,0
jAulc4bU7QIb4p3hqZRG_Q,10
Ca9xer-GOM3uTxV5K5Oifw,0
qUTYpYF7THkVl2LsptqSdQ,36
dQuL9gQ3p12kED2JpRa13g,2
yCmNjZ5YYz_QfktwtZntQA,48
gZcxXnogU1O-gPTbqqtMYw,5
kbON11B-4KghEDBokd0YyA,10
Cp4pbfbFvb3uO1L_2FzCQg,45
kJV_C-vbtR6veyRr-mEofA,32
dlMll83TBW-g10uGTNNAxQ,3
5iqbNBvz9OXpAeWBuxZU_Q,10
JVKk_NbM6NjTiA9aKs2bUQ,10
l1hYv9W6LyeK2_O1Duekfg,9
4UCqhtKZgLQqp7Ns9VcPdQ,10
7WXwJx1eADuu_oqCBE-ZHQ,10
UUhyHQCaOuTHN_0QCFkDzA,37
A2Q8o8D1u6vivV7vB2Y5bg,15
J6jxfCx8p6VSOV5QvtH7Pw,10
hmUxA34Kum5D_Z6cXGKX2Q,4
8P-ecLvnVJAaUiEhL2q2LQ,3
rrfHL-1xvGM3kDaXsNDkQA,10
vA2vYW65uTMu1o746ZiqSA,3
vjOkqF6wofKas97j27oHBw,10
PwRFik_EzeJTAvojbQyd0A,1
pGTR0ROXjPFJ_DhoNONvGw,15
TmxzJcL_71Fpmmj9dqiuBQ,0
zcvdBd1Er9y5om-6Vje8oQ,42
lIvCvGM8xNss5bBY5h3VFg,45
gISq6T88eSdZGVzv0OBJkQ,1
0ZoR4_G8YF4Ihi5GQz3BrQ,25
uvhGIJPBqi3Nb-_E90_saA,5
mdMXEepW34LJQM4APwU_BQ,13
nSw6YUGxjGFyiwhMxDSdWg,10
ez_0ZOmof9vuacg0qZy8qA,10
5OZvqngWSRvdMeQQRkwzLw,6
EQKtB4B2M_2g6eH8vicbxg,22
ASbkNS9OaSppCaJLG81v7w,2
qnoM3pubNiGSzMkZXEgQSw,29
qomuf8yHQU6KPWwmmEEv8g,21
hg7oO6D5ziAIHgkHzAG2bA,44
wAvUjoaoczQ-SWTWgthhhA,47
Y5t7YHevrmsHYHStNfFHCw,1
VI51-sio82ukYs9WfwfR1Q,0
bwSrXpkW5p6CRh5i1IyHGQ,7
iBlfqECFvTjO49fIYLBb_A,23
IcaCfzO0NjJvahlgqKKJIw,0
nXa2KNrGsk5mxxxt3-3KzA,10
FbufF1HZS_QfOedop63DBw,37
2q942rRpOgWzvos6-u65HA,0
512gfrkp0R3eooqtqKCK_w,42
UOAq6-YRLoIgWtJNkChzbA,6
d8v5NVydHE1Rkzy_M9Dwlw,5
9b5yrpgwPeTgzbw5oKPUFA,36
08gDDM-NMzE3RtwqRpeFkw,10
RT9abp-FMe21pBD8PPFtUg,5
Lht_pwwQLDpZ8VxOOYdPAw,3
_5swqa5xUdLar-Q-bBZSDA,23
FTaZa9FYx-i_NrGN3yEUcg,44
YdS7NVnEhK0gTypX2kMc9A,29
tKeSFaBjwlh24vFlwI6m8Q,49
_UJt-Gxomd5d2HzKxRJs8Q,4
FH09_pMLojJCPR3q5FokEg,26
_1MpmrZuTCOpQ86UfQ4G3Q,37
LemA15QNzQTzzDrlXCgwuA,10
5ZsumqlAUtKqBGAhGD2Gdg,10
tweg6sdJxbevPdfGrzPMgg,36
BSPz7wVaIrowuCI2DSeZzQ,3
0ISAHQe1Tojcpj8RqVccgw,1
lWWmzEMPq0eqYff3aMJArg,25
efnXufqdMJGYC5Kaah3_AA,2
7y__lIgT-FLS3jGWCzEAEw,4
5gJk6fYAb8IpQrZggBaEzg,0
3roJp-RoqKVoMgdtuJFM9Q,0
dFhT_lhcm1Oo79nVWDw1-A,10
V9doxrjqG6S94V9WpHGr7w,6
JXn40FBPESLST2iMfMNJRw,25
qsTgcLD-QoWxoxqtK7dMCw,45
MEYfikZZm5UvYu1DtIDbfA,3
PZUpyHdFNUXqB8S6qu_TAg,51
SCyokzEWuf6LUNwLUC3tqg,44
59vOYxBxwJLIBpChcp_Gfg,2
w5WR3yo2Qj-epRcpzE-Kog,2
86x4zoyr-U9retvX-fOmjg,10
XFNXE8WPpsdXHObRfn1-9Q,20
lEeH4--oWew0PSW0a64vDA,0
BRQTsE1xWuFQK0G2ZrnaCg,40
9n7Lwk5Arh5kxD5o9h5Oqg,27
LHZl4qvU5HyXd5HCa0wnjg,40
7wi0y3Xp0tfmxSmctBaI4Q,45
2z6UTBhathWwQMcq4hQm6A,15
IOUqwApgrHSAwuBp83EB5A,9
QrB_PB15xAdvoc2AuMdSPg,17
sF3wT3SsgtHc6LwMg4ob-A,10
qMZC3mubqR3gGLs0AqBa8A,11
ECFUm9PiJaVgTPOxAm1FFA,15
sPzvgLUFoGaPUbIKtx73mw,19
XvUfTckGqwCj2lwtawK-2g,40
ztFdaAowNzwuTeereVsyeA,19
nio6-Z9Bs3v-I_nmnJNrAQ,0
0jorM80_0a6NekTEIp87TQ,50
bbxczHvKDVJbx8G6KyeCaQ,6
EzJBH3usXhSYAKcYTbzISg,37
CPiKUo02Vlgz7pBNfevtVQ,16
sW_LCsmJDXcUnAI8w0aazA,25
G7DBf5SX-Fw8EN6F88-keA,10
woc4qGrSMqIZ9CF_vi0HIA,52
IcfO-DeCsbclgJTn8aZBLQ,53
8V0zwcsAne3Y_kXdbFgJkg,39
0kv5UxHOHzvrenqOOMvhCg,10
Ur-qgP6RNYVE_p08_9UnjQ,0
QyMoSciMWBes0PVjHWpRaw,10
hCifJh25zXGVZv9KacaKIw,3
QSxLHO3u1h_UWtkfaHRxYw,39
kA4HsAXSDiqBZrJa5zqLzQ,8
0auXFgLhOaQDFYuWSJG6Nw,3
Au4BPfHHGhSubXR3xQFzwA,21
Zq8osNZ4mlCHQ4uyngFxMA,3
E1k3m84tPHcsTKXLOLhMtw,7
1Q5Nf077W0g3GTRgrSraug,10
reKYvXrI-9wHvTrtFpG-AQ,10
kBDcg_jdBvTXyevvdtfG7w,10
wzpxvQsRsPbsjPIOiogXzQ,15
9R1OriR1ZXGuWUyziUqadQ,3
27rmSlNGfCpMbVqHokaBBA,11
id1yZDhERarZciXZJ4ZYQQ,32
5TgmnmzoYDbnAEpNPqhUBg,1
UE5ipImyuSv1F7bLnY3raQ,16
2kPZSisfs1RKxmiHuCD9JA,36
pAipPhQ7lnoWxP74sPKhkA,3
a_EZWCZemKjK3Tf_ZOB2XA,25
KEwaPFaCeqYnOrzx4UHI1Q,15
0z26aXhmRNayj4OUcDXjSg,5
PwXtyAraXARQdljV-4psbw,41
MS6PBMI0ovGdswMObEsfnw,23
yAyGtlqRBmgvilfu988vvA,10
udEn4-VjbyfOQot4qnv19w,53
fBYsGXhz9oNHeIar8ec5SA,25
Zvrs7aUjEEE86821NRIBeA,44
Zy5DtjZu0lxLMv9RtrqtsQ,10
lMvk14pzMnXFPV2qWDHOyA,15
yfgsLSvLE99m4qSZblkDkQ,10
t-XHG2svxl-JxYNQczFdlA,15
4uPsbVj0tV-4Rt_JJqazjQ,4
vmEJ192D0iBToc-GHaDz0g,41
r926jFjQ-cqGDLaD63cu6A,10
FPv27CkYLodbfz3gj5Fnkg,15
Vb8R-lVfStu4lQJlGsGrvA,44
oVlDghHZfywI4AnRfcDxZQ,10
UqavM764y7WdUEjOakcNLg,15
GjVo48jr63RsTg0uwrdkWw,15
jxQqqFWkFvbuch8hP9ykfA,54
SL5k4J66Azq9UdjMMa0I1g,4
-9RozqW1u_aFsaStdj8z8A,21
EhB89vxrvJU7jtuQjDTqKQ,44
Px3_ZbRR14FI46vA80kx9Q,14
K1JWWLWrKbwrzrI_h3tIlQ,40
IKi3LZLNsveZWY4EUc64Xw,23
lMKx0XUbZnGtlYYcMu8a0Q,9
pE_rKN0nhg1QRbr9dxiDew,10
OLBIudp4kyKzAWKNJclUAg,5
3DUYwVkG66_q0Wq7xdbFzg,51
wWyR5AdkPNwxEBZhYCGiFA,33
B-42nj38f9ms6aGt1xehdg,39
rZB6cxfzo9R4laGUr4yQkA,53
faMrOOnjDzX_IqACTQMTFA,5
nng__lCgw9oQunwaansDnw,32
1jkEubB_XKLjY31UYOjWpA,51
f3AZHdFgVpB5oglDz4kvyQ,19
sO9g91BxienxvZWUNncqzA,25
ilPnrPY3XesXWqaQJ1bqUw,4
mULRjbAfOZ1M4Etss0_8eQ,17
7V1lxrfLgNWDT2vGOoWL-A,5
njGSLMbHCQbk0PwCtACbmg,5
XBQdP71e-P3r1edZyEqjmQ,3
nWqcL_7Q_9efF0vraDng7Q,0
lxdA1NtsuKcaTa6ZReWLOQ,10
p2lzjUMFdYAx77KNVkZSfA,10
a21CJerpmjgyRtehkY1YDw,4
Dy-Y5itXbC7NLIleL9S6pg,4
PjzTTbsonROxWN9JQiPWmQ,37
ND9lEcxSPawt8DX19wdKHA,37
XozGSn23IzTKUi8_AcA9EA,39
BPSI7kDNQM-qKhAQ84OeVA,43
1Y7DaIL1uPr_G4b5GLIIuw,51
SIpBqzGhRM7T5cDFiuIryg,10
2WCCZIIdv7orJALRYtfWdw,10
5ohWIVClEkkJBsbMHqqP3w,36
gHLzhVUH6YgopL2Ahm2iWw,10
htuoyIBfAdnYo3Vbmso48w,37
qvmL6mp-rpIwVguxb5HuvQ,3
Q4B4YtqUIjKGyj5FJpqx_g,4
8t6FqIlgOop5y44oEeRjsw,4
er4Qm7u51QjLXcj4RKfDYg,34
xTsSKVALx9I73njz5dYm0A,10
zVDW41JEdZcWi5tcj5Uh1A,1
Qwv1lulRdvTLUiTTrlWT2Q,9
DCH17EBvaQFmcOfiZVHW0Q,13
s8DMKuDKHIta8KjDPAzBkA,8
AGkoEj-3a1b3IEzb9TD6hw,4
FfqwPmFHA71DOIHbgP1I4A,53
hP3Y6-m1aA_UZaa4X3T1cQ,19
Q6nZSX7DLvutPV3Ah47Z_Q,3
_G3dSWdKPokANeZ6GFzgWA,2
_rwK4mnXWIEPjEfDp7pZAg,4
3yTjefMujm8f_tIG1LII3A,3
rLNqYnCYb8ToliiukXIl6w,53
Es7oDm87angopbxRvvvN9g,32
7GOWYwaYNjbSWecUfHZjLQ,26
vF30xJEvloLRafKbJsONEg,4
MJs-djrAOrHJgGX5-Fi8Cg,3
pQxP0_Qs6h3MOcewVxTiNQ,53
w40RBx54s0wLN9XhrfsVCA,0
s_mov36rnlExtzmxHptC4w,32
lqHAb35BIqVtPAWz2QEb4Q,3
xcvmOMCqhL01NthjOJxhsQ,9
DQo4mBNeT947mspjipX-jQ,30
WALMT78azCuVyV2e2Dg7AA,10
gXdgjKhwMZGXAdtjpYUfpg,10
Z6k4AMH684zvXzUip8DJgA,0
QaBNIUwzgN4v_5wjmlJOCg,23
qypT2VcdYFpuOKZOdDWPRw,9
gmjdSsFCe1Y-kBoekJrf4g,51
znmYadjT9aj1fxAtYLrdxA,3
l6-HAJrRqf7sfGw_wKGFoA,21
B4AzcDP9P3ua6OiXkO2TwQ,9
RS8dVqJKHVGFBvk2vDTDUw,25
eJBMcaBthns65HgU_i-X0g,5
j6NQ08aLLVZyarBU9PydAQ,5
UI4lx9J7yfyaLyjfea5P8g,15
1NzlkERcKywGuHNzoApQbQ,22
WyWpwLmCrA-f2yO8rGfc4g,26
8IZQeO1ZZzjR2npLWIn6jQ,2
1yk-fLkx8SIsp5Y5xct4MQ,14
eHgriCO9AHVgt5jQJFBKrQ,25
mgpCWdcyglWx6QOxQkyamQ,10
wQKHAT2SvrFstHqS9Pio2g,43
x86mTTVNMpHs1CMS4jIEsA,2
X2GPALeerAb6H7qgKGEldA,47
iZIDDWq-XwOJrkADINALVw,7
p6Xh84PuDjPhI9C1GG3pPQ,3
NcKZm0MJNMxVlr5G1aAFNQ,21
I-Ci-humBV3b0NjS1Pc8Gg,10
iXuF7geocqr0-dtQy7z59g,4
tfHtsYCvpvYv13JETfHABQ,5
8SnvWIvQcxp96hPyBt5RNA,37
dW_2ZbtXTvWOUCy2bxnvuw,10
AXD23Th2frbkhcJNRXdvZA,4
ABibJ6ueIOHeJ0oImhj0kA,40
uGQ53E0oBlkqCsPcGt_XNQ,2
wM9RFY6H9MQQYfSUzdsIkQ,10
uto6OsqD_6130NoqZL0yrg,10
THgPGo8iraI7m9BYBz1Q3w,9
kY3nT1IRm6Ob-fyPgPJ3EA,39
V4ufnFKJNV8kEwFMx_5qEw,10
ZZTyw81fd7vXqNAv3FQutg,42
FTOEuBrvryZ2_IjjK2vaeQ,26
6APJlluOroa7JVxZtmt_6A,10
P4AH4oEApJLwPjcmnXhlqA,10
Kn8q4bdQzIc2M1oghVvW7w,5
9yIkHWQzqAfdgUXxYM1c8Q,45
jVjuv-C8oMuD6n-MhgsMHg,5
khAwgpFAZbEsvF0DLUxTug,14
j2JCk4s7wi0U9EiV1cfOOg,7
RfUmsGUlc12EOh9YsSIdIQ,32
-xDW3gYiYaoeVASXywTPgw,11
X_70lkTGPSFdSVqJaSbu0Q,10
gGtGgxD2ultsxxUzPfPtzQ,2
r5hwLB5SR3ksf2utjWa1Xw,10
EGB1Vqcq7bJlQuueJjHn3w,21
ikXZmqzP1-AmBZ12jKXNvg,32
Ubl6qlAiDV61YbvBwXxO7w,4
TP9lwbyWAW3MBtDM4UaTXw,39
6Xgmke82yU5NX5O6h42wcg,11
0tiZ7hmH0uRuvsv3EAEQ-w,2
mzufJVucmyjB_TqXtzKmGQ,41
HOosrR0vumzufNLSj14aSQ,9
81E27lL25iFXinm-fLRo3A,51
p38YklZ3W0aT20pn6n4WLg,7
MtHD0Wdh4FtbyFJCb4yfUQ,10
JAGQb5ch10E9s6K0gcaBQg,23
r63B_zGFnMs7kL0tKk8hZA,20
pLEQ2P9HF0EjX3hSUXBuYQ,1
pVoAyKAT7VGyPC5xktUkMQ,8
Qpu1e19aui8TTyTpqNZLAQ,32
sxFylvd0moxEVk-fizWRPQ,4
vvx7Xb0v_Oalxx_1hE4PTg,39
mCyNmG6JKaFvjjzgmXAtbA,42
ZpCVwrv47H2nD3ktleI4bA,1
yhXT_PYyYXos5dM7IrPCQg,0
w_CW9vh6RhFfMwsXDrP-_A,36
reGkxJ574mnTeVKaRooFWA,2
E-aiD3snnokLMykkzyq_9w,5
SEarm-ZvAqKj-g1vQCeF8w,15
Tcn8jDbivjrXd4j_VOI_Jw,4
TCZwIq0xbZsLV6NKrCjZtw,17
ASkcgxy_XXkcQnFCcY4uQg,42
9ZNoTE4C4zwDVW7oycy_Yg,10
aTp1P-hgpI1bXnS-nN0bKw,3
NiepOLkfzhbts6ZVMXeKWw,5
vpzEiWXMfGsZhH295M2jkg,45
cr1DhzvF9G2QLA-CWTjn9A,0
kQasHzVi7RNkcG78DrJoCg,42
aAoWA14TW5TbexwIZ7UBMA,5
22r5ATkkuYFQY3uhsLn99g,0
jHUPJZ-oVv0I9uLoXFB5uw,26
jROifHJoOp30V2j45UECEQ,29
3pcfF0bI4GKsf4wMb1OQaw,15
5mJMKsqVLf8JcV4Mxy8wZQ,3
xBfli3q1XjnKnJzSTMmZww,4
33zYKXyXaGrPwU9w8TYw7A,40
O156RBt5rWzoMAEyBDRbUg,26
g3h_F25DLNAoEV2nRmKL4w,19
H_-u-6Fs9WgSm8fr75aOAA,2
xZklRgoUcS4cxMRmGmwK3A,11
c5DwPN8vdH-Q1wid7xDD_w,10
Ctg__bTOK5xh4s4hVFAVFg,2
eFwy2_TliBLuYGGLIfTQmg,43
0wYuREI8lQncPuDw5ztWIA,10
j5YS-J6kytVelaMYUKFNlg,7
jKYJd1kfMZBKZMkiEuqFmQ,4
UX_fReN0XaOCAU4TSbQl_A,40
76b-ECAuLhTP5y0o8AZdEw,18
JuRg1uALt8eZ5j7RCCQe7Q,36
8DqQLGPhU05VRuJefRV1BQ,4
dWv0NW7hhQZBCzsxgB7Tag,8
WsT77bE-Ubm1bwFNhE-GFw,2
kjhTvPeunYJULcS8U5YGUQ,10
x7HEjeIEImaUDk8NmAbTRg,32
go9ZYFwCZ3aajjOZWoy9Ig,40
nzsv-p1O8gCfP3XijfQrIw,10
WT36RE4WkUIaEbLDjkPB3g,14
igcnVpgAYC2EMP0sXZmuTQ,23
TyGJbqjCqOA3ffB5DXy00Q,42
XCRHoUfI2ZE5N108qCxHzQ,29
lxwer6u3UWlYG5ei9hYqkg,27
QHQe72u5vZ_HBQIZEE-f7w,0
d0GrKZ-ib1-ltOUatEx48g,4
kofiqkPOeo1loQHsVbxQXg,10
y1IdN__ansYcesQ6mzFurA,29
40Gr_fmcVKGD5SlSi09QUQ,26
cn8TjbD-NEEW3Wm-b2yKBg,21
kl3s7z8jSGBYI5edNT5qsg,2
6TssoFMmuni-TgsiIgKDzA,0
bDmMAZ46rhEAjOP5cmokWg,1
kez771lRjHm6I9zqebAzoA,8
eLhqiQYdfirDUm-2z8OWMw,4
-xJsSASEmaA0-gzQ9Tc8wQ,5
eejvurjr1Hmk6grYLlVwCA,10
K8V7jClimUiCXIh-j3ITzQ,2
-C9mloij_Y0kj1QlndV3vA,3
0Te5NIAvtl2oz0cg8lfoww,4
n7VTcg4-F94ziJ4eRERSdw,9
n48Fc_ez5iXP9BMSiqIxEw,32
95ThJ45sQeQeRu9TMlPlrg,40
E94lBZ6gpcv1GWUz-ZlCWg,1
RklcI9RJdZ9or5Q48hf7-Q,19
KsIhcXHGRPhZM0QuKde88w,10
pEeJibjsjyKoqmxkEO3X7g,9
i9P6_nitBSUUr9SH55b3hg,10
0ackih4Gue2nHIFzUNhpLA,7
vNKx_xFwTBLAeCtgX_oZiw,9
2UczCefUy9LzGM5XKSQ3uA,4
SlbGQDdJy319kMFlH3wp6w,32
pw1i-26FQLmxMcIY1tAEtA,13
2NjZ_sVNRGk96-iRUfZxDA,3
qswMWmJgI9LgqT7yL4JbHg,44
ZX9iekoLOJYAC832LxTarA,29
qhw0RjIGgStx7s4mjqkWFQ,9
3oy3T_wjyioJNEzh3u-rZg,25
nzrZXZhGIk8Ze6pjfQVOWA,3
